County Code|County Name|Station Code|Station Name
13|Tharaka-Nithi|013061030518501|M.C.K. KIANGIRI CHURCH GROUNDS 
13|Tharaka-Nithi|013061030518601|ITUGURURU PRIMARY SCHOOL 
13|Tharaka-Nithi|013061030518701|ITUGURURU MARKET GROUNDS 
13|Tharaka-Nithi|013061030518801|KATHAGARA PRIMARY SCHOOL 
13|Tharaka-Nithi|013061030518901|ITUGURURU CATHOLIC CHURCH 
13|Tharaka-Nithi|013061030519001|KAMWIMBI PRIMARY SCHOOL 
13|Tharaka-Nithi|013061030519101|KAMWIMBI MARKET GROUNDS 
13|Tharaka-Nithi|013061030519201|YOGARI PRIMARY SCHOOL 
13|Tharaka-Nithi|013061030519301|KITHANYA NURSARY SCHOOL 
13|Tharaka-Nithi|013061030519401|KANDEGA PRIMARY SCHOOL 
13|Tharaka-Nithi|013061030519501|MWENGEI SHOPS GROUNDS 
13|Tharaka-Nithi|013061030519601|KIARITHA PRIMARY SCHOOL 
13|Tharaka-Nithi|013061030519701|KIARITHA MARKET GROUNDS 
13|Tharaka-Nithi|013061030519801|KAMBITI PCEA CHURCH GROUNDS 
13|Tharaka-Nithi|013061030519901|KAMBUI PRIMARY SCHOOL 
13|Tharaka-Nithi|013061030520001|KARAMBARI PRIMARY SCHOOL 
13|Tharaka-Nithi|013061030520101|NGUNGA PRIMARY SCHOOL 
13|Tharaka-Nithi|013061030520201|KABURURU PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030600101|KAARAGANKURU PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030600201|MANYANGA MARKET 
13|Tharaka-Nithi|013062030600301|GAKAUNI PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030600401|IRERENI PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030600501|KATHANGACHINI PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030600502|KATHANGACHINI PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030600601|KAIGA KA MBITI PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030600701|MARANTHIU PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030600801|MUBURA PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030600901|KAMUTWANDU PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030601001|GACEUNI PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030601101|TWANTHANJU PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030601201|MAKITHI PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030601301|YOMBO PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030601401|GATIRIKU PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030601501|KAMAGAJIU MARKET 
13|Tharaka-Nithi|013062030601601|RWATHA PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030601701|GATUNGA MARKET 
13|Tharaka-Nithi|013062030601801|KARII KA MBURI PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030601901|KARUGUARU PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030602001|KATHITHI KA MBUI DISPENSARY 
13|Tharaka-Nithi|013062030602101|GACIONGO PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030602201|KAMATUMO PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030602301|GITUGU PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030602401|KARETHANI PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030602501|CHIAKITHINE MARKET 
13|Tharaka-Nithi|013062030602601|KAMAGUNA PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030602701|MARAGWA PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030602801|IRUMA PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030602901|KAMWATHU PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030603001|NDIUNI PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030603101|GAKOROMONI MARKET 
13|Tharaka-Nithi|013062030603201|NTHOA PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030603301|KARANGARE PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030603401|MANDURU PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030603501|KIRIMBU PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030603601|KIARANTHI PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030603701|GACERENI PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030603801|SHIN HYUN PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030603901|KIUMBE PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030704001|MAKUTANO MARKET 
13|Tharaka-Nithi|013062030704002|MAKUTANO MARKET 
13|Tharaka-Nithi|013062030704101|KIRUNDI PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030704201|KAMATHINA MARKET 
13|Tharaka-Nithi|013062030704301|KARAMBANI PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030704401|KARUTINI MARKET 
13|Tharaka-Nithi|013062030704501|GICIINI MARKET 
13|Tharaka-Nithi|013062030704601|THANGATHA KERETH CHURCH 
13|Tharaka-Nithi|013062030704701|KIRIGICHA MARKET 
13|Tharaka-Nithi|013062030704801|KIRIGICHA PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030704901|KAGURINI PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030705001|KAGURINI MARKET 
13|Tharaka-Nithi|013062030705101|URA GATE PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030705201|NTORONI PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030705301|NTORONI SECONDARY SCHOOL 
13|Tharaka-Nithi|013062030705401|RUKANI PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030705501|MAKUBA MISSION SCHOOL 
13|Tharaka-Nithi|013062030705601|MUKUTHU PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030705701|MAUTHINI PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030705801|MARIANGO PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030705901|KATHENGECHA MARKET 
13|Tharaka-Nithi|013062030706001|MUKOTHIMA PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030706101|RIAMIKUU PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030706201|MUKOTHIMA MARKET 
13|Tharaka-Nithi|013062030706202|MUKOTHIMA MARKET 
13|Tharaka-Nithi|013062030706301|KABUABUA PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030706401|UCHWENI PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030706501|IRUNDUNI PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030706601|IRUNDUNI MARKET 
13|Tharaka-Nithi|013062030706701|THANANTU PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030706801|KWA NZIKU MARKET 
13|Tharaka-Nithi|013062030706901|IRIANI PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030707001|THIITI PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030707101|AIC NGAGE CHURCH 
13|Tharaka-Nithi|013062030707201|NTHANJENI MARKET 
13|Tharaka-Nithi|013062030807301|RUKURINI PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030807401|NKONDI PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030807501|NKONDI SECONDARY SCHOOL 
13|Tharaka-Nithi|013062030807601|GAKUURU PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030807701|KERERIA PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030807801|MATAKIRI PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030807901|KILIMANI PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030808001|MUTAKIRI PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030808101|KIORIMBA PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030808201|KARWAMBA PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030808301|KAROU PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030808401|NJUKINI PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030808501|MATANGIGE NURSERY SCHOOL 
13|Tharaka-Nithi|013062030808601|GATUNGA SECONDARY SCHOOL 
13|Tharaka-Nithi|013062030808701|IRIMBA PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030808801|GACHUGINI MARKET 
13|Tharaka-Nithi|013062030808901|MWANYANI PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030809001|NICA KIUGUNI CHURCH 
13|Tharaka-Nithi|013062030809101|MIOMPONI PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030809201|TUMANYA PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030809301|EAPC MIOMPONI CHURCH 
13|Tharaka-Nithi|013062030809401|TURIMA TWERU PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030809501|MWIRU TURIMA TWERU MIXED SECONDARY SCHOOL 
13|Tharaka-Nithi|013062030809601|NDURUMONI PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030809701|KIUGUNI PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030809801|NGARA PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030809901|IRIA RIA MATHUNKA PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030910001|MERU BOYS HOME PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030910002|MERU BOYS HOME PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030910101|MITHIGINI PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030910201|NKANG'A MARKET 
13|Tharaka-Nithi|013062030910301|KAMUJWA PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030910501|TUNYAI PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030910502|TUNYAI PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030910601|KIBUKA PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030910701|UBARINI PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030910801|MARIENE PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030910901|GAKIRWE PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030911001|KIANAMUTHI PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030911101|KIGAANI NURSERY SCHOOL 
13|Tharaka-Nithi|013062030911201|MATERI JUNCTION MARKET 
13|Tharaka-Nithi|013062030911301|NKARINI PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030911302|NKARINI PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030911401|KAMWANKI SDA CHURCH 
13|Tharaka-Nithi|013062030911501|GACERAKA PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030911601|KANYANGE SOLAR PUMP 
13|Tharaka-Nithi|013062030911701|NYAKINJERU PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030911801|MUTONGA PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030911901|CHIAKARIGA PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030911902|CHIAKARIGA PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030912001|CHIAKARIGA GIRLS HIGH SCHOOL 
13|Tharaka-Nithi|013062030912101|MATIRI PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030912102|MATIRI PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030912201|MBACACA PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030912301|KOMBO PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030912401|NTURIA PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030912501|KARUGUYUNI PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030912601|KITHAGA PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030912701|MAWENI PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030912801|KIJEGE PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030912901|MUTARANGA PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030913001|KAMBOGO NURSERY SCHOOL 
13|Tharaka-Nithi|013062030913101|CHANGA NURSERY SCHOOL 
13|Tharaka-Nithi|013062030913201|NGAINI NURSERY SCHOOL 
13|Tharaka-Nithi|013062030913301|KAMANYAKI PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030913401|NDARUNI PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030913501|KAMURIGE PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030913601|KAMUKUI PRIMARY SCHOOL. 
13|Tharaka-Nithi|013062030913701|KAMARANDI PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030913801|GIAMPONDO EAPC CHURCH 
13|Tharaka-Nithi|013062030913901|UTURINI PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030914001|GAKAME PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030914101|MITONGORO NURSERY SCHOOL 
13|Tharaka-Nithi|013062030914201|KIERERA PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030914301|KANTHAKAME PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030914401|GAKUYU PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030914501|KATHANDENI PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030914601|KIUNGU NURSERY SCHOOL 
13|Tharaka-Nithi|013062030914701|KATHITHINI NURSERY SCHOOL 
13|Tharaka-Nithi|013062030914801|GANCABI NURSERY SCHOOL 
13|Tharaka-Nithi|013062030914901|MURAKIBURU NURSERY SCHOOL 
13|Tharaka-Nithi|013062030915001|KIAMAIRI PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030915101|GAKURUNGU PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030915201|GAKURUNGU MARKET 
13|Tharaka-Nithi|013062030915301|KAMARIRU PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030915401|MUTHITWA PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030915501|MATAGATANI PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030915601|IKUMBU PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030915701|GACHAINE PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030915801|RWAKARAI PRIMARY SCHOOL 
13|Tharaka-Nithi|013062030915901|MPUNJA NURSERY SCHOOL 
13|Tharaka-Nithi|013062031016101|KANYAGA PRIMARY SCHOOL 
13|Tharaka-Nithi|013062031016201|RUKENYA PRIMARY SCHOOL 
13|Tharaka-Nithi|013062031016301|KITHIORI PRIMARY SCHOOL 
13|Tharaka-Nithi|013062031016401|NKURURUNI PRIMARY SCHOOL 
13|Tharaka-Nithi|013062031016501|KAARANI PRIMARY SCHOOL 
13|Tharaka-Nithi|013062031016601|MAKOMANGO PRIMARY SCHOOL 
13|Tharaka-Nithi|013062031016701|RWAKINANGA PRIMARY SCHOOL 
13|Tharaka-Nithi|013062031016801|MWERERA PRIMARY SCHOOL 
13|Tharaka-Nithi|013062031016901|GACIGONGONI PRIMARY SCHOOL 
13|Tharaka-Nithi|013062031017001|KAGUUMA PRIMARY SCHOOL 
13|Tharaka-Nithi|013062031017101|IRURUMA PRIMARY SCHOOL 
13|Tharaka-Nithi|013062031017201|KAMATARA PRIMARY SCHOOL 
13|Tharaka-Nithi|013062031017301|MUTUGUNI PRIMARY SCHOOL 
13|Tharaka-Nithi|013062031017401|KANYURU MARKET 
13|Tharaka-Nithi|013062031017501|RIAKAUGI NURSERY SCHOOL 
13|Tharaka-Nithi|013062031017601|MARIMANTI PRIMARY SCHOOL 
13|Tharaka-Nithi|013062031017701|GATUNGA PRIMARY SCHOOL 
13|Tharaka-Nithi|013062031017801|KAIGA KAMWE PRIMARY SCHOOL 
13|Tharaka-Nithi|013062031017901|NKUNDI PRIMARY SCHOOL 
13|Tharaka-Nithi|013062031018001|IGUMO PRIMARY SCHOOL 
13|Tharaka-Nithi|013062031018101|KATHITHINI MARKET 
13|Tharaka-Nithi|013062031018201|NTHAARA PRIMARY SCHOOL 
13|Tharaka-Nithi|013062031018301|GIKUU KIA NDIA MARKET 
13|Tharaka-Nithi|013062031018401|KATHIGU NURSERY SCHOOL 
13|Tharaka-Nithi|013062031018501|KAMATUNGU PRIMARY SCHOOL 
13|Tharaka-Nithi|013062031018601|MARIMANTI MARKET 
13|Tharaka-Nithi|013062031018602|MARIMANTI MARKET 
13|Tharaka-Nithi|013062031018701|NKOMARUPRIMARY SCHOOL 
13|Tharaka-Nithi|013062031018801|MARIMANTI YOUTH POLYTECHNIC 
13|Tharaka-Nithi|013062031018901|NKUNYINI PRIMARY SCHOOL 
13|Tharaka-Nithi|013062031019001|MARIMANTI GIRLS HIGH SCHOOL 
13|Tharaka-Nithi|013062031019101|NTUJIA PRIMARY SCHOOL 
13|Tharaka-Nithi|013062031019201|KASARANI MARKET 
13|Tharaka-Nithi|013062031019301|KAROCHO PRIMARY SCHOOL 
13|Tharaka-Nithi|013062031019401|IBOTE PRIMARY SCHOOL 
13|Tharaka-Nithi|013062031019501|GITURI PRIMARY SCHOOL 
13|Tharaka-Nithi|013062031019502|GITURI PRIMARY SCHOOL 
13|Tharaka-Nithi|013062031019503|GITURI PRIMARY SCHOOL 
13|Tharaka-Nithi|013062031019504|GITURI PRIMARY SCHOOL 
13|Tharaka-Nithi|013062031019505|GITURI PRIMARY SCHOOL 
13|Tharaka-Nithi|013062031019601|KINYINGIRI PRIMARY SCHOOL 
13|Tharaka-Nithi|013062031019701|NGONYA PRIMARY SCHOOL 
13|Tharaka-Nithi|013062031019801|KAONGONI PRIMARY SCHOOL 
13|Tharaka-Nithi|013062031019901|KIARUNI PRIMARY SCHOOL 
13|Tharaka-Nithi|013062031020001|TURIMA PRIMARY SCHOOL 
13|Tharaka-Nithi|013062031020101|KITHUNGURI MARKET 
13|Tharaka-Nithi|013062031020201|GAKUNGUGUNI PRIMARY SCHOOL 
13|Tharaka-Nithi|013062031020301|MUNANDANI MARKET 
13|Tharaka-Nithi|013062031020401|EAPC ITHANGA CHURCH 
13|Tharaka-Nithi|013062031020402|EAPC ITHANGA CHURCH 
13|Tharaka-Nithi|013062031020501|SOKO MJINGA MARKET 
13|Tharaka-Nithi|013062031020601|KAIGA KAMWE (KARUUGA )MARKET 
14|Embu|014063031100101|GACIIGI TEA BUYING CENTRE 
14|Embu|014063031100201|GAKUNDU COFFEE FACTORY 
14|Embu|014063031100301|GAKUNDU COFFEE FACTORY OFFICES 
14|Embu|014063031100302|GAKUNDU COFFEE FACTORY OFFICES 
14|Embu|014063031100401|GICHAGO COFFEE FACTORY 
14|Embu|014063031100501|GICHUGU COFFEE FACTORY 
14|Embu|014063031100601|GISHA TEA BUYING CENTRE 
14|Embu|014063031100701|KAIRURI PRIMARY SCHOOL 
14|Embu|014063031100702|KAIRURI PRIMARY SCHOOL 
14|Embu|014063031100801|KAMVIU PRIMARY SCHOOL 
14|Embu|014063031100901|KARURIRI PRIMARY SCHOOL 
14|Embu|014063031101001|KATHUGU TEA BUYING CENTRE 
14|Embu|014063031101101|KENGA PRIMARY SCHOOL 
14|Embu|014063031101201|KERIA TEA BUYING CENTRE 
14|Embu|014063031101301|KIAMIATU TEA BUYING CENTRE 
14|Embu|014063031101401|KIANGAI TEA BUYING CENTRE 
14|Embu|014063031101501|KIANGOCI PRIMARY SCHOOL 
14|Embu|014063031101601|KIARAGANA TEA BUYING CENTRE 
14|Embu|014063031101701|KIGARI PRIMARY SCHOOL 
14|Embu|014063031101801|KIINI TEA BUYING CENTRE 
14|Embu|014063031101901|KIRIARI PRIMARY SCHOOL 
14|Embu|014063031102001|KIRIGI PRIMARY SCHOOL 
14|Embu|014063031102002|KIRIGI PRIMARY SCHOOL 
14|Embu|014063031102003|KIRIGI PRIMARY SCHOOL 
14|Embu|014063031102101|KITHUNGURIRI PRIMARY SCHOOL 
14|Embu|014063031102201|KIVANGUA COFFEE FACTORY 
14|Embu|014063031102202|KIVANGUA COFFEE FACTORY 
14|Embu|014063031102301|MANYATTA TEA BUYING CENTRE 
14|Embu|014063031102302|MANYATTA TEA BUYING CENTRE 
14|Embu|014063031102401|MUKANGU PRIMARY SCHOOL 
14|Embu|014063031102402|MUKANGU PRIMARY SCHOOL 
14|Embu|014063031102501|NGIMARI PRIMARY SCHOOL 
14|Embu|014063031102601|RWERE TEA BUYING CENTRE 
14|Embu|014063031102701|KAMVIU COFFEE FACTORY 
14|Embu|014063031102801|KIANJUGU TEA BUYING CENTRE 
14|Embu|014063031102901|KITHUNGURIRI TEA BUYING CENTRE 
14|Embu|014063031103001|ST.MARKS KIGARI TEACHERS COLLEGE 
14|Embu|014063031103101|KANORORI POLYTECHNIC 
14|Embu|014063031103201|KIRIARI DAY SECONDARY SCHOOL 
14|Embu|014063031103301|MANYATTA OPEN AIR MARKET 
14|Embu|014063031103302|MANYATTA OPEN AIR MARKET 
14|Embu|014063031103401|KITHUNGURURU FARMERS COOPERATIVE SOCIETY - GITURI CENTRE 
14|Embu|014063031103501|ACK CHURCH GROUNDS - KAVURURUKORI 
14|Embu|014063031203601|ITHANGAWE PRIMARY SCHOOL 
14|Embu|014063031203602|ITHANGAWE PRIMARY SCHOOL 
14|Embu|014063031203701|KAMUTHATHA PRIMARY SCHOOL 
14|Embu|014063031203801|KIANDUNDU PRIMARY SCHOOL 
14|Embu|014063031203901|KITHEGI COFFEE FACTORY 
14|Embu|014063031204001|KITHEGI PRIMARY SCHOOL 
14|Embu|014063031204101|KITHIMU PRIMARY SCHOOL 
14|Embu|014063031204102|KITHIMU PRIMARY SCHOOL 
14|Embu|014063031204201|MINAI COFFEE FACTORY 
14|Embu|014063031204301|RUKIRA PRIMARY SCHOOL 
14|Embu|014063031204302|RUKIRA PRIMARY SCHOOL 
14|Embu|014063031204401|ST. ANDREWS PRIMARY SCHOOL 
14|Embu|014063031204501|ST. JOSEPH ALLAMANO PRIMARY SCHOOL 
14|Embu|014063031204601|ACK CHURCH GROUNDS-KITHIMU MARKET 
14|Embu|014063031204602|ACK CHURCH GROUNDS-KITHIMU MARKET 
14|Embu|014063031204701|FULL GOSPEL CHURCH GROUND-KIANDUNDU 
14|Embu|014063031204801|IGUMO CATHOLIC CHURCH GROUNDS 
14|Embu|014063031204901|KANGARU OPEN GROUNDS-KWA MUTETHANIA 
14|Embu|014063031205001|KIANDUNDU CATHOLIC CHURCH GROUNDS 
14|Embu|014063031205101|KITHEGI DAY SECONDARY SCHOOL 
14|Embu|014063031205201|MVANGUA-KANINDI POND 
14|Embu|014063031205301|NDATU CATHOLIC CHURCH GROUNDS 
14|Embu|014063031205401|RUKIRA DAY SECONDARY SCHOOL 
14|Embu|014063031205501|ST. BENEDICTS DAY SECONDARY SCHOOL 
14|Embu|014063031205502|ST. BENEDICTS DAY SECONDARY SCHOOL 
14|Embu|014063031205601|NEW APOSTOLIC CHURCH - KWA AMOS 
14|Embu|014063031305701|GACHURIRI TEA BUYING CENTRE 
14|Embu|014063031305801|GATI-IGURU TEA BUYING CENTRE 
14|Embu|014063031305901|GATWE PRIMARY SCHOOL 
14|Embu|014063031305902|GATWE PRIMARY SCHOOL 
14|Embu|014063031306001|GICHERORI PRIMARY SCHOOL 
14|Embu|014063031306002|GICHERORI PRIMARY SCHOOL 
14|Embu|014063031306101|GIKIRIMA COFFEE FACTORY 
14|Embu|014063031306102|GIKIRIMA COFFEE FACTORY 
14|Embu|014063031306201|KAGUMORI PRIMARY SCHOOL 
14|Embu|014063031306202|KAGUMORI PRIMARY SCHOOL 
14|Embu|014063031306301|KARAU PRIMARY SCHOOL 
14|Embu|014063031306401|KATHUNIRI PRIMARY SCHOOL 
14|Embu|014063031306402|KATHUNIRI PRIMARY SCHOOL 
14|Embu|014063031306501|KIAMBOGO TEA BUYING CENTRE 
14|Embu|014063031306601|KIANGOCI TEA BUYING CENTRE 
14|Embu|014063031306701|KIBUGU PRIMARY SCHOOL 
14|Embu|014063031306702|KIBUGU PRIMARY SCHOOL 
14|Embu|014063031306801|MBUVORI PRIMARY SCHOOL 
14|Embu|014063031306901|MUGURUMARI TEA BUYING CENTRE 
14|Embu|014063031307001|MUKONGORO TEA BUYING CENTRE 
14|Embu|014063031307101|MURAMUKI COFFEE FACTORY 
14|Embu|014063031307102|MURAMUKI COFFEE FACTORY 
14|Embu|014063031307201|MUTHIGI TEA COLLECTING CENTRE 
14|Embu|014063031307301|MUVANDORI PRIMARY SCHOOL 
14|Embu|014063031307302|MUVANDORI PRIMARY SCHOOL 
14|Embu|014063031307401|NDUGARARA TEA BUYING CENTRE 
14|Embu|014063031307501|NDUNDURI TEA BUYING CENTRE 
14|Embu|014063031307502|NDUNDURI TEA BUYING CENTRE 
14|Embu|014063031307601|NGERWE COFFEE FACTORY 
14|Embu|014063031307701|RUGUMU PRIMARY SCHOOL 
14|Embu|014063031307801|ST. FRANCIS PRIMARY SCHOOL 
14|Embu|014063031307901|ST. HELLEN KARIMARI PRIMARY SCHOOL 
14|Embu|014063031307902|ST. HELLEN KARIMARI PRIMARY SCHOOL 
14|Embu|014063031308001|ST.JOHN KARUMIRI PRIMARY SCHOOL 
14|Embu|014063031308101|ST. JOSEPH NDUNDA PRIMARY SCHOOL 
14|Embu|014063031308201|MBUVORI TEA BUYING CENTRE 
14|Embu|014063031308202|MBUVORI TEA BUYING CENTRE 
14|Embu|014063031308301|KIBUGU TEA BUYING CENTRE 
14|Embu|014063031308401|KIANGUCU TEA BUYING CENTRE 
14|Embu|014063031308501|KIANDOME TEA BUYING CENTRE 
14|Embu|014063031308601|KAUGURI TEA BUYING CENTRE 
14|Embu|014063031308701|KAUGA TEA BUYING CENTRE 
14|Embu|014063031308801|MWIRIA COFFEE FACTORY 
14|Embu|014063031408901|DEB IVECHE PRIMARY SCHOOL 
14|Embu|014063031409001|ITABUA PRIMARY SCHOOL 
14|Embu|014063031409101|KAMBO MARKET 
14|Embu|014063031409201|KAMIU PRIMARY SCHOOL 
14|Embu|014063031409202|KAMIU PRIMARY SCHOOL 
14|Embu|014063031409203|KAMIU PRIMARY SCHOOL 
14|Embu|014063031409301|KANJIKERU COFFEE FACTORY 
14|Embu|014063031409302|KANJIKERU COFFEE FACTORY 
14|Embu|014063031409401|KIANGIMA PRIMARY SCHOOL 
14|Embu|014063031409402|KIANGIMA PRIMARY SCHOOL 
14|Embu|014063031409403|KIANGIMA PRIMARY SCHOOL 
14|Embu|014063031409501|KIMANGARU PRIMARY SCHOOL 
14|Embu|014063031409502|KIMANGARU PRIMARY SCHOOL 
14|Embu|014063031409601|MUNICIPAL SLAUGHTER HOUSE 
14|Embu|014063031409701|MUTHATARI COFFEE FACTORY 
14|Embu|014063031409702|MUTHATARI COFFEE FACTORY 
14|Embu|014063031409801|ST.PETER'S GATITURI PRIMARY SCHOOL 
14|Embu|014063031409802|ST.PETER'S GATITURI PRIMARY SCHOOL 
14|Embu|014063031409901|WATER PROJECT OFFICES 
14|Embu|014063031409902|WATER PROJECT OFFICES 
14|Embu|014063031410001|AFRICAN INLAND PENTECOSTAL CHURCH OF AFRICA- ITHARA 
14|Embu|014063031410101|CATHOLIC CHURCH GROUNDS -GICEGERI 
14|Embu|014063031410201|DISTRICT PUBLIC WORKS MAJIMBO 
14|Embu|014063031410301|GATUNDURI PRIMARY SCHOOL 
14|Embu|014063031410302|GATUNDURI PRIMARY SCHOOL 
14|Embu|014063031410401|PCEA SUNRISE OFFICES 
14|Embu|014063031410402|PCEA SUNRISE OFFICES 
14|Embu|014063031410501|ST. PAUL'S GAKINDURIRI PRIMARY SCHOOL 
14|Embu|014063031410502|ST. PAUL'S GAKINDURIRI PRIMARY SCHOOL 
14|Embu|014063031410601|SOLID ROCK CHURCH GROUNDS - KARURINA 
14|Embu|014063031410701|AIPCA CHURCH GROUND - MAJIMBO MARKET 
14|Embu|014063031410702|AIPCA CHURCH GROUND - MAJIMBO MARKET 
14|Embu|014063031410801|KAGUMORI DISPENSARY - DON BOSCO 
